CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1499296,13000284209,2013284209,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/08/2013 11:10:00 AM,12XX BLOCK OF E SHELBY ST,C,C1,6100.1010,-122.31672999,47.646916833,"(47.646916833, -122.31672999)",,,,
1499188,13000284251,2013284251,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/08/2013 08:18:00 AM,10XX BLOCK OF WASHINGTON PL E,C,C3,6300.4000,-122.292873866,47.627869792,"(47.627869792, -122.292873866)",,,,
1499149,13000283961,2013283961,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/08/2013 06:50:00 AM,16XX BLOCK OF 21 AV,G,G1,7900.2000,-122.304867503,47.61620162,"(47.61620162, -122.304867503)",,,,
1499030,13000284006,2013284006,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/08/2013 02:54:00 AM,22XX BLOCK OF EVERETT AV E,C,C1,6200.3001,-122.315206526,47.638847462,"(47.638847462, -122.315206526)",,,,
1498935,13000283886,2013283886,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/08/2013 12:38:00 AM,13XX BLOCK OF E INTERLAKEN BV,C,C1,6200.3001,-122.315411854,47.640306184,"(47.640306184, -122.315411854)",,,,
1498926,13000283605,2013283605,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/08/2013 12:20:00 AM,14XX BLOCK OF 37 AV E,C,C3,6300.5008,-122.285455429,47.631467718,"(47.631467718, -122.285455429)",,,,
1498842,13000283806,2013283806,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/07/2013 10:46:00 PM,16XX BLOCK OF INTERLAKEN PL E,C,C1,6200.3011,-122.302704624,47.634208174,"(47.634208174, -122.302704624)",,,,
1498777,13000283609,2013283609,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/07/2013 09:38:00 PM,32XX BLOCK OF E MADISON ST,C,C3,6300.4001,-122.290222862,47.627518717,"(47.627518717, -122.290222862)",,,,
1498627,13000283485,2013283485,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/07/2013 07:17:00 PM,12XX BLOCK OF 16 AV E,C,C1,6400.2002,-122.311225564,47.63148165,"(47.63148165, -122.311225564)",,,,
1498480,13000283150,2013283150,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,08/07/2013 04:37:00 PM,17XX BLOCK OF MELROSE AV,E,E1,7400.5007,-122.327864006,47.617783414,"(47.617783414, -122.327864006)",,,,
1498411,13000283263,2013283263,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/07/2013 03:22:00 PM,7XX BLOCK OF MC GILVRA BV E,C,C3,6300.2016,-122.283415545,47.626046346,"(47.626046346, -122.283415545)",,,,
1498359,13000283186,2013283186,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,08/07/2013 02:22:00 PM,24XX BLOCK OF FEDERAL AV E,C,C1,6100.3004,-122.31900482,47.641783496,"(47.641783496, -122.31900482)",,,,
1498121,13000282911,2013282911,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/07/2013 09:31:00 AM,8XX BLOCK OF 35 AV,G,G3,7800.4015,-122.288293727,47.609821573,"(47.609821573, -122.288293727)",,,,
1498109,13000282915,2013282915,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/07/2013 09:21:00 AM,6XX BLOCK OF 16 AV E,C,C1,7600.4004,-122.31131451,47.624846145,"(47.624846145, -122.31131451)",,,,
1498061,13000282795,2013282795,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/07/2013 07:41:00 AM,24XX BLOCK OF E LYNN ST,C,C3,6200.5018,-122.30129056,47.639527143,"(47.639527143, -122.30129056)",,,,
1498013,13000282760,2013282760,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/07/2013 05:12:00 AM,20XX BLOCK OF 25 AV E,C,C3,6200.2005,-122.300522621,47.638309003,"(47.638309003, -122.300522621)",,,,
1497832,13000282540,2013282540,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/07/2013 12:37:00 AM,3XX BLOCK OF 25 AV,G,G3,8800.4008,-122.299954075,47.605247776,"(47.605247776, -122.299954075)",,,,
1497826,13000282261,2013282261,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,08/07/2013 12:24:00 AM,18XX BLOCK OF 12 AV,C,C2,7500.4001,-122.316900601,47.618184522,"(47.618184522, -122.316900601)",,,,
1497829,13000282044,2013282044,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,08/07/2013 12:23:00 AM,18XX BLOCK OF 12 AV,C,C2,7500.4001,-122.316900601,47.618184522,"(47.618184522, -122.316900601)",,,,
1497343,13000281612,2013281612,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/06/2013 04:09:00 PM,12XX BLOCK OF BOYLSTON AV,E,E2,8400.2003,-122.323439226,47.612515584,"(47.612515584, -122.323439226)",,,,
1497095,13000281498,2013281498,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/06/2013 11:13:00 AM,9XX BLOCK OF 19 AV E,C,C1,6400.4002,-122.307284833,47.627760602,"(47.627760602, -122.307284833)",,,,
1497052,13000281503,2013281503,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/06/2013 10:11:00 AM,34XX BLOCK OF E PINE ST,C,C3,7800.6015,-122.288694666,47.615205911,"(47.615205911, -122.288694666)",,,,
1496427,13000280592,2013280592,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,08/05/2013 06:43:00 PM,9XX BLOCK OF S JACKSON ST,E,E3,9100.1002,-122.320331969,47.599187334,"(47.599187334, -122.320331969)",,,,
1496252,13000280385,2013280385,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/05/2013 03:40:00 PM,14XX BLOCK OF E UNION ST,E,E2,7500.4016,-122.31347361,47.612914566,"(47.612914566, -122.31347361)",,,,
1496219,13000280445,2013280445,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/05/2013 03:14:00 PM,12XX BLOCK OF E NEWTON ST,C,C1,6500.1016,-122.316253201,47.637238495,"(47.637238495, -122.316253201)",,,,
1496065,13000280301,2013280301,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/05/2013 01:09:00 PM,2XX BLOCK OF 19 AV,G,G1,8700.4008,-122.307654195,47.603918033,"(47.603918033, -122.307654195)",,,,
1496053,13000280316,2013280316,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/05/2013 12:58:00 PM,20XX BLOCK OF E ALOHA ST,C,C1,6400.4007,-122.305416377,47.626838504,"(47.626838504, -122.305416377)",,,,
1496044,13000280287,2013280287,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/05/2013 12:49:00 PM,3XX BLOCK OF 25 AV S,G,G2,8900.6011,-122.299860078,47.600077162,"(47.600077162, -122.299860078)",,,,
1495999,13000280130,2013280130,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,08/05/2013 11:39:00 AM,16XX BLOCK OF BELLEVUE AV,E,E2,8400.1006,-122.326795848,47.615779995,"(47.615779995, -122.326795848)",,,,
1495864,13000279940,2013279940,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,08/05/2013 08:22:00 AM,16XX BLOCK OF BELLEVUE AV,E,E2,8400.1006,-122.326795848,47.615779995,"(47.615779995, -122.326795848)",,,,
1497069,13000279476,2013279476,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/04/2013 10:14:00 PM,4XX BLOCK OF BOREN AV,E,E3,8500.2012,-122.321550994,47.605412862,"(47.605412862, -122.321550994)",,,,
1495445,13000279360,2013279360,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/04/2013 08:40:00 PM,2XX BLOCK OF 29 AV S,G,G3,8900.6014,-122.294994821,47.60056733,"(47.60056733, -122.294994821)",,,,
1495360,13000279291,2013279291,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/04/2013 07:19:00 PM,23XX BLOCK OF LAKE WASHINGTON BV E,C,C3,6200.2001,-122.297908762,47.637110942,"(47.637110942, -122.297908762)",,,,
1495290,13000279251,2013279251,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/04/2013 05:53:00 PM,8XX BLOCK OF 34 AV E,C,C3,6300.4003,-122.288188769,47.626773758,"(47.626773758, -122.288188769)",,,,
1495219,13000279073,2013279073,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/04/2013 04:23:00 PM,15XX BLOCK OF 42 AV E,C,C3,6300.2006,-122.278545269,47.632750978,"(47.632750978, -122.278545269)",,,,
1495152,13000278731,2013278731,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,08/04/2013 03:00:00 PM,10XX BLOCK OF LAKE WASHINGTON BV E,C,C3,6200.2014,-122.292993395,47.627231999,"(47.627231999, -122.292993395)",,,,
1495133,13000278947,2013278947,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,08/04/2013 02:42:00 PM,16XX BLOCK OF BELLEVUE AV,E,E2,8400.1006,-122.326795848,47.615779995,"(47.615779995, -122.326795848)",,,,
1495104,13000279009,2013279009,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/04/2013 02:23:00 PM,11XX BLOCK OF 31 AV S,G,G3,8900.2009,-122.292780312,47.59289795,"(47.59289795, -122.292780312)",,,,
1494978,13000278795,2013278795,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/04/2013 12:01:00 PM,24XX BLOCK OF E CALHOUN ST,C,C3,6200.5001,-122.301201601,47.64098496,"(47.64098496, -122.301201601)",,,,
1494526,13000278256,2013278256,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/03/2013 11:37:00 PM,3XX BLOCK OF 25 AV E,C,C3,7700.5009,-122.299860474,47.622871543,"(47.622871543, -122.299860474)",,,,
1494346,13000277993,2013277993,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/03/2013 08:33:00 PM,11XX BLOCK OF 38 AV,G,G3,7800.4003,-122.284932404,47.612582806,"(47.612582806, -122.284932404)",,,,
1494278,13000277836,2013277836,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/03/2013 07:10:00 PM,5XX BLOCK OF 13 AV E,C,C2,7500.1002,-122.315695156,47.623685597,"(47.623685597, -122.315695156)",,,,
1494228,13000277843,2013277843,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/03/2013 06:19:00 PM,5XX BLOCK OF 26 AV,G,G3,8800.4005,-122.298882102,47.607087587,"(47.607087587, -122.298882102)",,,,
1494042,13000277455,2013277455,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/03/2013 02:48:00 PM,38XX BLOCK OF E JOHN ST,C,C3,7800.1007,-122.283682969,47.619764668,"(47.619764668, -122.283682969)",,,,
1493914,13000277262,2013277262,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,08/03/2013 12:08:00 PM,17XX BLOCK OF MELROSE AV,E,E1,7400.5007,-122.327864006,47.617783414,"(47.617783414, -122.327864006)",,,,
1493447,13000276826,2013276826,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/03/2013 12:28:00 AM,16XX BLOCK OF E BOSTON TR,C,C1,6200.3001,-122.312095306,47.636700413,"(47.636700413, -122.312095306)",,,,
1493165,13000276503,2013276503,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/02/2013 08:22:00 PM,10XX BLOCK OF E BLAINE ST,C,C1,6500.1018,-122.319568527,47.635027066,"(47.635027066, -122.319568527)",,,,
1492625,13000275788,2013275788,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/02/2013 09:48:00 AM,13XX BLOCK OF E BOSTON ST,C,C1,6500.1001,-122.314953886,47.638265002,"(47.638265002, -122.314953886)",,,,
1492545,13000275607,2013275607,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/02/2013 06:26:00 AM,18XX BLOCK OF 27 AV,C,C3,7700.4016,-122.297263814,47.61825675,"(47.61825675, -122.297263814)",,,,
1492502,13000275484,2013275484,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/02/2013 04:00:00 AM,1XX BLOCK OF 8 AV,E,E3,8500.3000,-122.322487039,47.602251584,"(47.602251584, -122.322487039)",,,,
1492472,13000275521,2013275521,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/02/2013 03:37:00 AM,16XX BLOCK OF BELMONT AV,E,E2,8400.1002,-122.32447973,47.615786469,"(47.615786469, -122.32447973)",,,,
1492347,13000275400,2013275400,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/02/2013 01:15:00 AM,3XX BLOCK OF 29 AV E,C,C3,7700.1008,-122.294810876,47.621922165,"(47.621922165, -122.294810876)",,,,
1492316,13000275412,2013275412,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/02/2013 12:50:00 AM,38XX BLOCK OF E OLIVE ST,C,C3,7800.1009,-122.283915073,47.616457807,"(47.616457807, -122.283915073)",,,,
1492293,13000275039,2013275039,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/02/2013 12:12:00 AM,6XX BLOCK OF BOYLSTON AV E,C,C1,7400.1002,-122.323033035,47.624695168,"(47.624695168, -122.323033035)",,,,
1491775,13000274602,2013274602,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/01/2013 03:42:00 PM,28XX BLOCK OF BOYER AV E,C,C1,6100.2002,-122.317072346,47.646266137,"(47.646266137, -122.317072346)",,,,
1491601,13000274540,2013274540,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/01/2013 12:44:00 PM,20XX BLOCK OF BROADWAY E,C,C1,6600.1002,-122.321355409,47.637822477,"(47.637822477, -122.321355409)",,,,
1491604,13000274439,2013274439,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/01/2013 12:42:00 PM,12XX BLOCK OF E NEWTON ST,C,C1,6500.1016,-122.316253201,47.637238495,"(47.637238495, -122.316253201)",,,,
1491602,13000274521,2013274521,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/01/2013 12:42:00 PM,11XX BLOCK OF 37 AV E,C,C3,6300.3009,-122.285478282,47.629171247,"(47.629171247, -122.285478282)",,,,
1491457,13000274380,2013274380,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/01/2013 09:31:00 AM,9XX BLOCK OF 21 AV,G,G1,7900.1008,-122.304989603,47.611474338,"(47.611474338, -122.304989603)",,,,
1491442,13000274321,2013274321,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/01/2013 09:06:00 AM,15XX BLOCK OF 38 AV E,C,C3,6300.5013,-122.284061848,47.63278079,"(47.63278079, -122.284061848)",,,,
